Produto,Categoria,Preco,Quantidade,Vendido_em
Produto_4,Categoria_C,69.13767865111873,16,2023-01-11 10:40:13
Produto_78,Categoria_D,398.71091351822577,37,2023-07-03 13:09:57
Produto_14,Categoria_C,376.3824133043439,26,2023-06-20 06:54:07
Produto_70,Categoria_C,126.99684116715838,44,2023-08-01 15:43:09
Produto_55,Categoria_E,242.0363828263605,33,2023-05-01 05:25:23
Produto_82,Categoria_E,172.74062853473447,3,2023-05-08 17:38:38
Produto_15,Categoria_B,79.63112053644477,39,2023-12-15 08:24:28
Produto_91,Categoria_B,374.49457675165365,10,2023-09-04 15:36:40
Produto_68,Categoria_E,49.29156259242198,35,2023-07-25 23:12:09
Produto_41,Categoria_A,26.609365569163366,10,2023-01-18 03:34:57
Produto_33,Categoria_D,240.73365115026482,48,2023-10-02 05:47:07
Produto_52,Categoria_B,414.71087769572057,29,2023-07-30 06:37:31
Produto_7,Categoria_D,366.1769910610977,31,2023-02-18 18:35:03
Produto_81,Categoria_B,154.59727245328844,36,2023-11-28 00:09:42
Produto_28,Categoria_B,73.34444126739157,22,2023-06-23 16:58:27
Produto_12,Categoria_A,470.9767610141638,13,2023-04-27 08:05:32
Produto_69,Categoria_E,71.23502470398353,1,2023-10-29 01:48:26
Produto_51,Categoria_A,133.07944390227647,21,2023-06-24 02:35:23
Produto_53,Categoria_B,398.40510939908637,10,2023-03-19 15:28:19
Produto_86,Categoria_D,397.53765451368474,49,2023-08-27 15:59:49
Produto_99,Categoria_C,98.71479001616615,28,2023-05-11 04:01:11
Produto_72,Categoria_A,367.32826339904733,16,2023-01-23 01:43:18
Produto_12,Categoria_B,287.66218368299275,26,2023-12-24 17:43:16
Produto_80,Categoria_C,246.34198443793522,38,2023-10-01 02:55:30
Produto_33,Categoria_D,226.17407468391735,23,2023-01-23 03:03:38
Produto_100,Categoria_A,301.5210260785704,41,2023-03-15 07:48:12
Produto_1,Categoria_A,373.85570006737373,3,2023-01-12 09:35:11
Produto_71,Categoria_B,311.8366112085331,35,2023-06-04 08:47:20
Produto_51,Categoria_D,212.94678975267846,8,2023-10-08 10:57:01
Produto_60,Categoria_A,26.134795460109203,46,2023-05-23 08:15:46
Produto_42,Categoria_B,142.6943853999993,18,2023-03-08 01:15:46
Produto_100,Categoria_E,454.25005707653827,45,2023-03-04 15:59:13
Produto_4,Categoria_A,57.92625838320635,23,2023-01-31 10:17:59
Produto_86,Categoria_A,212.53733035584858,35,2023-01-16 02:55:48
Produto_55,Categoria_C,345.68133003713035,3,2023-03-09 15:12:28
Produto_87,Categoria_B,59.87142291457125,34,2023-12-07 15:08:02
Produto_9,Categoria_C,92.83129104095482,10,2023-08-09 07:10:57
Produto_35,Categoria_C,299.4835466982853,37,2023-11-14 09:36:49
Produto_34,Categoria_E,482.9290543148973,38,2023-08-23 11:11:50
Produto_6,Categoria_B,339.56255348379705,14,2023-12-29 01:52:12
Produto_2,Categoria_A,465.96167699888167,41,2023-08-20 14:40:16
Produto_48,Categoria_B,432.0150533409259,16,2023-03-10 17:01:14
Produto_81,Categoria_C,82.70681197387471,30,2023-03-12 08:27:21
Produto_30,Categoria_C,283.5958132973027,25,2023-04-19 19:38:47
Produto_76,Categoria_B,448.9802904464618,32,2023-10-20 19:24:18
Produto_37,Categoria_D,450.1867683089163,40,2023-10-02 03:15:41
Produto_23,Categoria_B,329.4756076186654,45,2023-09-29 23:09:20
Produto_16,Categoria_E,414.2958004915386,12,2023-11-17 18:17:25
Produto_74,Categoria_A,158.42624918686323,2,2023-04-22 12:52:24
Produto_10,Categoria_E,211.58161781191274,24,2023-10-09 05:43:35
Produto_1,Categoria_A,315.4281405159461,40,2023-03-27 15:53:35
Produto_2,Categoria_E,71.33896380667764,10,2023-12-27 16:26:26
Produto_79,Categoria_C,491.4519427627296,24,2023-06-24 22:38:11
Produto_90,Categoria_A,28.216836524357646,21,2023-04-24 15:44:35
Produto_35,Categoria_C,278.21006447974247,32,2023-06-06 14:48:33
Produto_76,Categoria_B,41.73921073460526,23,2023-12-06 20:48:35
Produto_9,Categoria_A,62.195255941354155,17,2023-02-03 03:08:16
Produto_97,Categoria_E,250.23581572567682,43,2023-06-22 12:55:09
Produto_96,Categoria_E,99.22814223064888,27,2023-01-14 01:37:31
Produto_52,Categoria_E,456.7647317043872,47,2023-02-05 06:58:45
Produto_77,Categoria_A,237.8140654891843,24,2023-08-07 21:43:04
Produto_74,Categoria_A,364.49338857318855,20,2023-10-14 14:35:12
Produto_77,Categoria_D,478.51024346386424,23,2023-12-24 14:56:42
Produto_62,Categoria_C,168.31901332975897,10,2023-02-13 05:31:31
Produto_52,Categoria_A,331.0177814944419,23,2023-09-02 08:20:05
Produto_47,Categoria_A,456.71382165517184,4,2023-11-12 14:45:21
Produto_77,Categoria_B,259.8794241367845,10,2023-07-04 13:04:20
Produto_35,Categoria_E,309.38482221398056,3,2023-08-29 01:25:46
Produto_62,Categoria_E,187.92747266581085,5,2023-10-15 00:00:03
Produto_97,Categoria_B,17.1624636955097,23,2023-03-11 23:18:43
Produto_57,Categoria_C,369.15212769250417,19,2023-08-29 06:50:03
Produto_21,Categoria_D,346.61729016036435,23,2023-02-20 17:41:33
Produto_19,Categoria_A,429.5514200393242,34,2023-06-14 14:51:11
Produto_51,Categoria_A,35.66039480246607,30,2023-09-10 19:05:56
Produto_7,Categoria_B,134.0047942319128,12,2023-11-09 05:56:18
Produto_65,Categoria_C,31.535740168384446,17,2023-08-25 04:44:37
Produto_89,Categoria_E,480.3406145266539,10,2023-10-03 23:48:20
Produto_55,Categoria_D,76.36859184660392,44,2023-08-21 23:29:02
Produto_78,Categoria_C,156.54561037283756,8,2023-12-06 08:33:12
Produto_64,Categoria_E,207.7383559249639,40,2023-02-22 01:51:12
Produto_62,Categoria_E,257.7062059711813,31,2023-01-08 10:59:09
Produto_70,Categoria_D,429.5979566996177,18,2023-11-20 17:36:24
Produto_85,Categoria_A,417.3539705689842,18,2023-01-21 10:16:43
Produto_12,Categoria_A,359.1783805871014,43,2023-01-24 15:48:01
Produto_75,Categoria_B,180.39124871354514,43,2023-12-07 13:29:31
Produto_54,Categoria_B,63.51624673330601,9,2023-04-05 09:18:42
Produto_22,Categoria_B,84.44154718125294,15,2023-05-22 04:44:42
Produto_51,Categoria_A,288.3929930182477,21,2023-07-17 11:30:43
Produto_24,Categoria_C,301.36687067056135,4,2023-10-29 08:40:45
Produto_1,Categoria_A,35.480423716382404,27,2023-03-08 13:34:59
Produto_39,Categoria_B,163.48319083635272,2,2023-03-03 10:13:32
Produto_6,Categoria_C,300.6557225874145,31,2023-08-07 09:17:12
Produto_29,Categoria_B,213.60247127386074,5,2023-03-28 15:54:03
Produto_60,Categoria_D,473.47749523337984,1,2023-09-10 12:28:39
Produto_62,Categoria_B,44.33168547012995,2,2023-06-06 11:05:33
Produto_28,Categoria_D,146.15835435716764,9,2023-03-12 01:52:13
Produto_7,Categoria_A,179.44706541033722,13,2023-02-18 00:38:40
Produto_34,Categoria_E,383.4753644726793,41,2023-08-25 15:45:48
Produto_89,Categoria_C,165.9765988871424,3,2023-10-05 06:23:54
Produto_76,Categoria_E,128.3604978807415,7,2023-08-19 10:04:01
Produto_75,Categoria_D,214.38348753748556,29,2023-11-27 08:20:45
Produto_80,Categoria_C,476.1076661185097,21,2023-03-22 08:02:04
Produto_89,Categoria_E,299.24978270030266,23,2023-09-17 11:58:57
Produto_73,Categoria_C,301.4946960774397,28,2023-12-21 19:45:46
Produto_98,Categoria_E,106.15703169417499,18,2023-11-06 13:53:42
Produto_54,Categoria_C,76.2678847387928,42,2023-06-26 23:44:12
Produto_17,Categoria_E,128.31734661566855,40,2023-04-27 08:13:13
Produto_17,Categoria_E,405.06404665596216,38,2023-01-31 18:58:01
Produto_46,Categoria_D,83.2286411346832,16,2023-03-29 11:05:39
Produto_29,Categoria_C,158.41691722556396,37,2023-10-21 16:39:50
Produto_20,Categoria_A,424.681264321179,12,2023-05-26 22:33:06
Produto_24,Categoria_D,384.6463102400917,24,2023-06-19 14:36:01
Produto_23,Categoria_B,218.8515279896218,48,2023-02-02 06:33:50
Produto_36,Categoria_D,481.1979693245768,15,2023-04-09 16:43:53
Produto_60,Categoria_C,150.25064785748262,40,2023-11-16 08:43:00
Produto_100,Categoria_A,117.38030424056458,20,2023-12-29 04:15:03
Produto_71,Categoria_B,53.17584345022183,30,2023-05-23 18:16:26
Produto_25,Categoria_E,223.5458644308192,19,2023-01-25 15:06:46
Produto_41,Categoria_E,347.2955015985685,5,2023-03-03 00:55:18
Produto_68,Categoria_C,426.4437240349145,26,2023-03-21 20:46:08
Produto_38,Categoria_A,85.2709545087426,19,2023-09-30 13:38:28
Produto_39,Categoria_E,43.671265423256926,27,2023-05-01 16:19:42
Produto_73,Categoria_D,394.43322969524866,47,2023-05-14 06:04:12
Produto_95,Categoria_E,326.3673247113443,20,2023-07-01 12:19:21
Produto_59,Categoria_C,147.8700836023547,33,2023-05-21 08:09:28
Produto_2,Categoria_A,248.47249041880525,10,2023-10-29 09:31:31
Produto_56,Categoria_E,263.34450017208246,45,2023-10-05 21:07:59
Produto_82,Categoria_D,102.68932045065986,28,2023-07-01 17:37:22
Produto_6,Categoria_C,457.6800531130931,1,2023-12-24 16:34:21
Produto_47,Categoria_B,471.22864675141204,18,2023-07-04 18:45:01
Produto_9,Categoria_D,257.58451657021124,14,2023-01-25 23:04:14
Produto_72,Categoria_B,214.16268521718723,3,2023-04-29 22:34:55
Produto_26,Categoria_C,291.42221378816413,36,2023-01-15 07:54:55
Produto_80,Categoria_B,39.21953263190382,21,2023-07-26 10:32:05
Produto_88,Categoria_C,198.94630290787896,8,2023-05-08 08:06:42
Produto_73,Categoria_C,349.52166936222034,40,2023-01-26 17:08:43
Produto_61,Categoria_C,101.1064903516458,31,2023-01-25 11:17:42
Produto_70,Categoria_D,41.39164158046841,12,2023-08-06 10:46:30
Produto_8,Categoria_A,436.62718702007106,32,2023-07-14 21:12:30
Produto_43,Categoria_A,103.42135148170873,37,2023-01-04 16:59:53
Produto_11,Categoria_A,321.46642326727897,6,2023-06-09 05:02:20
Produto_63,Categoria_D,227.74266898583107,5,2023-10-11 22:53:55
Produto_82,Categoria_C,386.3054409814033,47,2023-07-06 09:30:37
Produto_49,Categoria_B,201.56345708351913,26,2023-05-13 06:20:01
Produto_6,Categoria_E,86.23889782861627,23,2023-12-06 01:29:46
Produto_45,Categoria_E,243.21255892993975,6,2023-06-05 06:12:31
Produto_58,Categoria_C,342.1936406510452,42,2023-09-21 15:40:26
Produto_81,Categoria_B,108.5582363101685,22,2023-05-10 06:43:12
Produto_80,Categoria_A,134.7560184049246,21,2023-07-26 02:32:48
Produto_64,Categoria_C,13.19297284379249,5,2023-12-09 09:26:40
Produto_3,Categoria_C,193.71504364903006,46,2023-09-07 15:06:18
Produto_1,Categoria_A,456.5495310915333,31,2023-01-19 20:00:42
Produto_88,Categoria_E,268.2934179654033,46,2023-03-01 16:15:30
Produto_28,Categoria_C,279.2009837989754,31,2023-06-15 19:36:16
Produto_37,Categoria_B,275.0293002882596,35,2023-01-12 12:03:44
Produto_76,Categoria_D,200.91732578355553,26,2023-07-22 16:18:36
Produto_16,Categoria_E,42.59714061291056,1,2023-04-14 21:22:39
Produto_30,Categoria_E,108.60761867790757,25,2023-06-13 01:42:59
Produto_52,Categoria_E,493.05618599583363,32,2023-11-12 05:57:10
Produto_74,Categoria_B,457.7617415296286,49,2023-11-20 12:14:51
Produto_73,Categoria_C,285.80854748160596,19,2023-12-03 01:47:32
Produto_54,Categoria_B,343.45706600269966,22,2023-09-25 21:53:35
Produto_20,Categoria_C,100.56702865586377,10,2023-06-14 05:20:23
Produto_64,Categoria_C,65.62684386210017,4,2023-11-13 12:02:08
Produto_9,Categoria_B,210.81114350413802,32,2023-02-01 16:06:22
Produto_18,Categoria_D,177.89970475064243,14,2023-05-02 04:15:02
Produto_32,Categoria_B,130.4945708774702,3,2023-02-28 17:37:17
Produto_28,Categoria_E,39.11637907442119,8,2023-11-30 18:25:21
Produto_63,Categoria_E,383.4045165903603,38,2023-04-20 11:23:07
Produto_59,Categoria_E,164.03596826535383,23,2023-07-25 00:05:53
Produto_57,Categoria_A,376.345809912939,45,2023-11-14 06:04:16
Produto_84,Categoria_B,35.2446726234911,27,2023-08-17 05:35:20
Produto_82,Categoria_D,127.74300170546546,41,2023-11-23 08:58:17
Produto_12,Categoria_C,99.62705904604145,15,2023-04-01 21:05:31
Produto_34,Categoria_E,36.50216582615993,22,2023-10-31 07:23:00
Produto_39,Categoria_E,341.4655722171593,48,2023-01-04 01:02:48
Produto_30,Categoria_B,461.1690626912554,9,2023-03-24 12:40:23
Produto_61,Categoria_B,146.87107662527802,46,2023-08-18 12:49:01
Produto_41,Categoria_E,81.83807257317197,12,2023-02-04 16:12:05
Produto_79,Categoria_B,118.66948343143534,36,2023-02-26 03:07:42
Produto_14,Categoria_D,178.76874810933404,18,2023-07-09 00:03:58
Produto_52,Categoria_D,389.32296339424374,16,2023-03-01 23:31:09
Produto_35,Categoria_B,486.7421109984181,12,2023-12-25 10:47:58
Produto_95,Categoria_A,396.3540434611495,41,2023-04-12 09:05:47
Produto_44,Categoria_C,32.13561597666691,33,2023-12-13 03:48:39
Produto_72,Categoria_E,332.337248612127,49,2023-05-08 08:20:52
Produto_12,Categoria_E,363.84872518802035,19,2023-12-20 15:54:23
Produto_61,Categoria_D,196.65898554680743,35,2023-12-15 06:56:13
Produto_34,Categoria_E,284.3354975375835,10,2023-07-15 19:19:46
Produto_58,Categoria_C,115.9306692669528,21,2023-03-31 01:16:50
Produto_43,Categoria_B,94.62232141489022,3,2023-07-07 21:32:40
Produto_24,Categoria_E,205.8409663630982,19,2023-10-03 15:57:13
Produto_38,Categoria_D,323.29860337585467,26,2023-05-26 09:40:57
Produto_82,Categoria_C,95.20121486460691,27,2023-01-12 18:16:12
Produto_33,Categoria_A,473.8145408936341,45,2023-07-25 21:16:32
Produto_12,Categoria_B,336.8296023970576,20,2023-02-23 18:10:02
Produto_47,Categoria_C,407.2480006519355,32,2023-04-04 09:01:22
Produto_83,Categoria_E,56.932961139392695,22,2023-07-01 14:49:44
Produto_9,Categoria_C,151.0839843883495,37,2023-07-25 22:08:02
Produto_28,Categoria_D,496.7728956142047,10,2023-11-19 04:42:27
Produto_11,Categoria_A,132.95472024720294,49,2023-06-01 16:15:52
Produto_7,Categoria_D,270.79362334046124,47,2023-05-09 13:31:10
Produto_65,Categoria_B,368.2012536909095,49,2023-12-05 20:47:27
Produto_79,Categoria_D,422.43777247412424,31,2023-10-25 00:58:58
Produto_34,Categoria_A,433.9289535416587,31,2023-07-05 16:05:07
Produto_1,Categoria_E,307.49149881333875,13,2023-05-11 20:37:03
Produto_68,Categoria_C,328.84029604264595,29,2023-10-12 16:44:32
Produto_25,Categoria_A,56.531022839709046,47,2023-06-21 08:22:52
Produto_52,Categoria_E,483.74801532306344,23,2023-01-05 09:21:23
Produto_25,Categoria_A,238.5615763292792,41,2023-05-31 02:13:24
Produto_8,Categoria_D,367.94721454015155,28,2023-06-22 07:07:48
Produto_89,Categoria_A,263.07799328948994,33,2023-04-28 09:01:33
Produto_93,Categoria_C,183.5013538094248,45,2023-03-16 16:04:01
Produto_79,Categoria_A,356.00039723802433,23,2023-09-07 01:06:11
Produto_89,Categoria_A,173.75172701069965,48,2023-06-01 18:10:48
Produto_43,Categoria_C,86.0329538203088,23,2023-05-27 09:59:50
Produto_94,Categoria_D,331.0058234998917,25,2023-09-05 18:45:29
Produto_37,Categoria_C,385.23525315008453,14,2023-11-19 04:06:28
Produto_49,Categoria_C,160.53569369559767,29,2023-08-23 23:32:29
Produto_21,Categoria_B,416.639254334159,4,2023-05-25 14:36:43
Produto_17,Categoria_C,159.94516059662266,10,2023-05-27 05:02:21
Produto_55,Categoria_E,292.05929650001696,14,2023-12-17 02:49:02
Produto_58,Categoria_C,267.92432035229467,49,2023-04-16 11:33:22
Produto_42,Categoria_E,230.76117442044912,33,2023-08-28 23:29:11
Produto_12,Categoria_D,38.77452352433606,30,2023-11-14 10:17:14
Produto_28,Categoria_E,211.3241010108135,11,2023-08-03 06:06:07
Produto_50,Categoria_B,460.81537827506537,36,2023-02-03 12:20:48
Produto_64,Categoria_D,202.98135691145066,29,2023-03-06 18:40:28
Produto_70,Categoria_E,112.94411873114095,13,2023-04-18 10:56:50
Produto_83,Categoria_D,283.6109058910465,8,2023-06-18 01:14:40
Produto_17,Categoria_A,179.90643445412104,7,2023-11-17 04:44:00
Produto_80,Categoria_A,338.3364384190461,47,2023-03-13 21:24:49
Produto_72,Categoria_A,473.88954559610005,33,2023-09-15 21:48:50
Produto_52,Categoria_A,360.9798615889978,2,2023-04-17 02:05:53
Produto_5,Categoria_D,199.26455754636285,15,2023-01-10 09:17:25
Produto_47,Categoria_C,303.5582099947652,34,2023-05-21 07:29:08
Produto_68,Categoria_A,221.37550996135857,43,2023-05-30 08:50:05
Produto_23,Categoria_B,400.99740294327404,40,2023-03-30 23:59:40
Produto_92,Categoria_B,303.9567191607308,48,2023-01-08 00:43:28
Produto_56,Categoria_E,322.62215042113695,36,2023-07-07 12:55:01
Produto_98,Categoria_C,118.32159005225668,8,2023-05-13 21:09:08
Produto_44,Categoria_A,156.9828374039784,24,2023-06-19 10:34:48
Produto_24,Categoria_D,238.64222271001353,48,2023-08-01 02:44:05
Produto_36,Categoria_B,251.54161823567873,25,2023-03-16 16:55:25
Produto_83,Categoria_B,498.6653202485984,6,2023-10-29 02:03:40
Produto_23,Categoria_A,208.81206466625252,23,2023-07-28 22:59:10
Produto_4,Categoria_E,472.1792644761595,21,2023-10-25 10:59:04
Produto_99,Categoria_D,406.3349558565455,5,2023-10-20 11:58:19
Produto_20,Categoria_B,19.259661235383938,13,2023-02-25 07:59:52
Produto_53,Categoria_C,190.44171575533576,28,2023-06-20 13:43:02
Produto_50,Categoria_C,94.10800532933804,40,2023-11-20 13:44:22
Produto_60,Categoria_B,132.98209654877002,2,2023-11-10 09:56:45
Produto_42,Categoria_E,33.455432120771704,9,2023-06-11 06:41:46
Produto_3,Categoria_C,288.61041360942363,27,2023-10-19 05:37:11
Produto_80,Categoria_E,430.5561494046169,27,2023-07-31 08:49:13
Produto_52,Categoria_D,95.38396468027146,23,2023-08-12 06:16:44
Produto_57,Categoria_E,110.17481649850536,23,2023-04-30 06:56:35
Produto_52,Categoria_E,319.7935332242071,10,2023-11-24 17:11:14
Produto_30,Categoria_C,307.1740356581574,17,2023-06-26 08:45:40
Produto_70,Categoria_E,345.316563425919,33,2023-03-27 02:15:19
Produto_30,Categoria_B,184.94143714123467,18,2023-03-25 18:55:07
Produto_15,Categoria_B,31.340180759451314,39,2023-04-21 11:48:25
Produto_30,Categoria_D,380.58755084176335,23,2023-09-24 19:43:57
Produto_41,Categoria_C,297.9445097101165,11,2023-01-14 22:08:44
Produto_79,Categoria_D,37.31567180234215,49,2023-07-02 18:16:44
Produto_7,Categoria_E,82.68460933757508,48,2023-05-13 12:58:17
Produto_96,Categoria_A,287.8861915543465,28,2023-10-17 10:03:10
Produto_37,Categoria_B,96.74631331445373,3,2023-09-30 19:05:27
Produto_61,Categoria_B,239.96514636678592,24,2023-05-31 23:50:10
Produto_44,Categoria_E,498.5845927203883,45,2023-05-04 17:09:04
Produto_37,Categoria_D,457.35720943549103,25,2023-02-04 00:06:42
Produto_65,Categoria_B,233.01052010536608,31,2023-06-01 08:44:31
Produto_28,Categoria_E,284.36302921954416,45,2023-04-13 14:10:58
Produto_49,Categoria_E,331.7197958140478,41,2023-05-15 09:58:26
Produto_31,Categoria_D,153.0853740876645,24,2023-06-11 10:42:27
Produto_60,Categoria_E,422.3986629956216,11,2023-06-29 23:06:56
Produto_59,Categoria_D,469.6125799580952,19,2023-04-26 04:26:17
Produto_62,Categoria_C,66.47141009001899,38,2023-07-15 08:15:09
Produto_3,Categoria_B,457.97175034827086,4,2023-09-02 22:30:57
Produto_28,Categoria_B,154.70595684052745,1,2023-07-05 14:10:22
Produto_81,Categoria_C,359.08933845885275,48,2023-02-12 06:09:16
Produto_6,Categoria_A,265.080287386264,49,2023-12-12 07:13:29
Produto_50,Categoria_C,269.67022873776233,6,2023-05-29 14:51:30
Produto_95,Categoria_D,308.6875409747256,47,2023-07-25 11:36:46
Produto_66,Categoria_C,318.9288164949968,21,2023-10-13 11:43:40
Produto_19,Categoria_D,161.3356380333813,4,2023-09-25 13:35:01
Produto_63,Categoria_E,320.2758929236679,27,2023-02-16 08:04:55
Produto_56,Categoria_C,165.59398462497126,29,2023-04-04 23:14:18
Produto_36,Categoria_A,249.1338970690576,19,2023-09-08 03:34:19
Produto_11,Categoria_C,119.01612007062651,43,2023-04-22 16:11:02
Produto_73,Categoria_E,486.4502225816508,25,2023-05-04 11:10:45
Produto_37,Categoria_E,64.25096613058845,21,2023-08-20 20:31:34
Produto_46,Categoria_D,397.00551220056263,18,2023-08-07 03:44:42
Produto_10,Categoria_B,206.08728035687824,34,2023-05-16 23:55:33
Produto_1,Categoria_C,383.47314473746195,21,2023-03-28 02:54:39
Produto_22,Categoria_E,467.05003447104787,22,2023-07-08 23:05:06
Produto_95,Categoria_D,71.88687810893366,41,2023-08-22 12:02:14
Produto_52,Categoria_A,348.0307204594507,25,2023-06-04 13:14:48
Produto_88,Categoria_C,440.3984573465071,15,2023-09-05 02:06:46
Produto_46,Categoria_D,278.22815068705063,13,2023-11-21 08:29:47
Produto_47,Categoria_C,252.73945607003444,42,2023-07-20 04:08:01
Produto_56,Categoria_D,387.0932678745949,15,2023-02-11 11:05:07
Produto_71,Categoria_D,449.00148202608665,19,2023-06-02 12:25:08
Produto_69,Categoria_C,107.23495879146296,3,2023-02-23 00:19:58
Produto_10,Categoria_B,331.6821253092625,33,2023-09-27 08:50:13
Produto_93,Categoria_C,201.77201221056666,40,2023-06-03 18:29:25
Produto_14,Categoria_A,36.128557751574846,21,2023-07-02 18:41:54
Produto_45,Categoria_A,375.5835492068224,40,2023-05-22 18:31:03
Produto_94,Categoria_A,247.07198134238,39,2023-05-03 16:38:08
Produto_31,Categoria_E,249.1963760588719,40,2023-05-27 21:21:32
Produto_62,Categoria_D,245.15120050404445,18,2023-07-04 20:04:06
Produto_2,Categoria_E,66.56732845924178,12,2023-02-26 20:44:21
Produto_57,Categoria_B,491.29701057259473,37,2023-06-07 02:35:00
Produto_60,Categoria_E,108.9519706469265,33,2023-03-03 07:40:58
Produto_23,Categoria_D,488.6821586963685,33,2023-09-20 11:48:47
Produto_28,Categoria_D,498.21477182074835,21,2023-02-23 17:42:25
Produto_92,Categoria_E,152.48668389632422,26,2023-02-24 06:43:46
Produto_35,Categoria_C,406.63782286947725,39,2023-12-01 04:34:12
Produto_94,Categoria_A,153.63449901843848,29,2023-12-18 21:12:22
Produto_69,Categoria_E,11.472395866388235,23,2023-10-08 04:21:07
Produto_53,Categoria_E,10.518041922140286,15,2023-08-10 23:55:47
Produto_42,Categoria_E,59.16519783986946,19,2023-12-11 13:17:55
Produto_24,Categoria_C,215.1340762841789,31,2023-07-16 09:21:13
Produto_65,Categoria_E,282.8711268985039,40,2023-07-24 09:56:47
Produto_25,Categoria_A,381.6272850594102,22,2023-01-31 19:13:30
Produto_92,Categoria_A,382.1812537963255,22,2023-03-02 03:07:17
Produto_81,Categoria_A,434.9462348872637,6,2023-04-22 06:57:53
Produto_70,Categoria_A,340.2762298457919,4,2023-10-25 13:28:09
Produto_89,Categoria_D,55.0217774354802,33,2023-12-14 22:18:54
Produto_49,Categoria_B,255.8746795768878,13,2023-06-28 03:19:54
Produto_63,Categoria_C,451.9671660462803,35,2023-08-15 08:06:26
Produto_46,Categoria_B,252.48637297188102,39,2023-01-27 16:14:21
Produto_22,Categoria_D,259.01205373716175,2,2023-08-07 16:27:35
Produto_13,Categoria_B,91.95333020912086,8,2023-01-29 23:25:20
Produto_82,Categoria_B,445.08529611326355,38,2023-05-27 15:10:12
Produto_51,Categoria_E,448.5982414240532,2,2023-10-19 08:53:04
Produto_6,Categoria_C,300.3346506911084,7,2023-06-09 01:34:57
Produto_53,Categoria_E,47.01841193974191,48,2023-10-14 08:33:11
Produto_89,Categoria_B,255.89033573556094,21,2023-02-07 16:36:03
Produto_56,Categoria_B,372.53273047050425,27,2023-04-12 05:35:57
Produto_46,Categoria_A,39.977487564001066,21,2023-02-05 20:52:38
Produto_8,Categoria_D,16.352412630546546,24,2023-05-07 02:31:18
Produto_32,Categoria_B,192.08752200510858,28,2023-01-26 23:30:41
Produto_92,Categoria_E,395.13978731018125,36,2023-04-10 05:19:06
Produto_74,Categoria_E,493.4197515549843,38,2023-01-12 16:49:29
Produto_37,Categoria_C,52.76248430467845,18,2023-10-04 16:49:40
Produto_24,Categoria_E,157.07143132524533,5,2023-01-25 05:31:33
Produto_34,Categoria_C,425.33502141845946,20,2023-03-01 09:40:29
Produto_36,Categoria_B,163.62014349344514,36,2023-05-19 16:41:08
Produto_20,Categoria_A,321.25658839663083,35,2023-09-25 23:24:28
Produto_70,Categoria_A,19.79678477033048,41,2023-08-07 07:52:25
Produto_21,Categoria_D,406.5984636637603,11,2023-10-30 07:47:56
Produto_80,Categoria_B,360.13952275737313,43,2023-08-25 06:23:59
Produto_23,Categoria_A,313.42706175156013,42,2023-07-02 02:38:40
Produto_14,Categoria_D,369.82323399927867,30,2023-06-03 06:30:57
Produto_17,Categoria_E,103.70109321865287,43,2023-10-13 10:46:16
Produto_56,Categoria_D,408.8694973016278,35,2023-09-05 10:48:45
Produto_74,Categoria_C,329.60526307841553,45,2023-04-29 03:27:18
Produto_38,Categoria_B,328.00399237265054,47,2023-08-07 03:37:23
Produto_57,Categoria_A,420.0183898813569,9,2023-01-25 22:34:43
Produto_11,Categoria_C,402.1559841036867,6,2023-07-20 06:47:40
Produto_58,Categoria_A,369.58915067803594,4,2023-10-28 10:52:11
Produto_30,Categoria_E,23.591350117508405,26,2023-01-18 18:44:53
Produto_61,Categoria_D,112.65834980302499,43,2023-10-17 22:23:15
Produto_45,Categoria_E,271.9745713232261,35,2023-04-25 05:06:57
Produto_6,Categoria_D,185.07762087422137,14,2023-05-02 13:07:30
Produto_56,Categoria_A,403.7588011174507,32,2023-12-03 23:10:12
Produto_96,Categoria_B,387.11546016124663,24,2023-09-22 20:58:30
Produto_38,Categoria_E,19.5332951235227,47,2023-07-17 18:37:30
Produto_98,Categoria_D,208.33485120370977,39,2023-01-16 18:15:53
Produto_45,Categoria_D,154.80419558346594,24,2023-12-13 01:26:27
Produto_18,Categoria_E,252.57468484467378,34,2023-09-07 08:22:32
Produto_6,Categoria_E,109.32997340338376,29,2023-03-09 18:00:20
Produto_63,Categoria_D,126.73285219348318,44,2023-01-23 16:34:44
Produto_63,Categoria_D,129.89832191742465,29,2023-08-28 18:50:21
Produto_35,Categoria_A,166.2090477556796,44,2023-08-16 13:04:20
Produto_21,Categoria_E,238.89921771585276,21,2023-03-12 03:40:32
Produto_14,Categoria_A,340.00173136846854,46,2023-04-30 23:41:00
Produto_40,Categoria_C,495.5891612348465,38,2023-10-21 08:52:03
Produto_80,Categoria_B,386.3173765862024,7,2023-06-22 17:15:08
Produto_61,Categoria_D,94.24593213795966,40,2023-09-04 00:21:04
Produto_50,Categoria_C,401.93857136725995,33,2023-05-07 18:35:56
Produto_88,Categoria_A,443.78070273805264,46,2023-02-14 03:46:30
Produto_21,Categoria_A,344.28632683528264,24,2023-07-21 05:03:01
Produto_63,Categoria_C,392.25584087216674,47,2023-05-14 13:27:18
Produto_7,Categoria_A,111.76464498832317,37,2023-09-07 21:44:12
Produto_100,Categoria_C,40.20945919515466,35,2023-06-24 19:31:40
Produto_18,Categoria_D,225.0444665949627,46,2023-12-04 22:33:45
