Data,Vendas,Loja
2023-09-06 14:54:12,247,Loja_D
2023-02-09 02:18:45,103,Loja_E
2023-08-13 07:41:22,375,Loja_A
2023-10-02 22:29:46,198,Loja_D
2023-10-25 04:10:08,219,Loja_A
2023-11-11 16:49:38,410,Loja_A
2023-10-09 08:58:51,364,Loja_D
2023-05-28 06:30:55,86,Loja_C
2023-02-19 04:13:59,190,Loja_E
2023-01-18 17:22:31,405,Loja_D
2023-03-19 07:30:31,444,Loja_A
2023-06-27 05:29:18,331,Loja_E
2023-04-29 17:19:09,191,Loja_B
2023-12-07 03:43:18,393,Loja_A
2023-12-16 02:06:12,51,Loja_E
2023-05-22 13:23:48,227,Loja_E
2023-11-06 04:39:36,241,Loja_A
2023-05-17 10:09:47,426,Loja_D
2023-08-30 09:28:34,184,Loja_A
2023-02-03 04:45:04,423,Loja_E
2023-08-12 14:07:24,119,Loja_B
2023-10-25 10:30:23,374,Loja_B
2023-05-15 21:19:54,280,Loja_D
2023-09-18 16:18:45,93,Loja_E
2023-09-02 18:27:37,106,Loja_D
2023-08-20 06:20:22,317,Loja_D
2023-05-18 23:47:38,480,Loja_E
2023-09-21 09:51:40,292,Loja_C
2023-10-09 09:11:08,440,Loja_E
2023-05-01 02:02:17,354,Loja_C
2023-05-24 00:46:10,469,Loja_A
2023-12-09 06:47:28,379,Loja_E
2023-09-21 19:35:57,129,Loja_C
2023-10-16 21:44:07,250,Loja_A
2023-09-16 10:15:39,93,Loja_D
2023-10-03 01:32:47,366,Loja_C
2023-11-18 06:05:05,342,Loja_C
2023-06-11 11:37:00,209,Loja_D
2023-08-12 14:05:25,278,Loja_A
2023-07-09 11:03:50,472,Loja_B
2023-10-27 11:34:34,386,Loja_A
2023-01-18 00:50:38,349,Loja_A
2023-04-09 13:05:14,491,Loja_E
2023-10-23 16:10:33,130,Loja_D
2023-08-22 17:20:47,131,Loja_A
2023-11-08 07:33:37,240,Loja_B
2023-03-16 17:06:21,105,Loja_D
2023-01-10 09:26:24,105,Loja_E
2023-11-07 20:14:32,293,Loja_E
2023-04-10 06:16:00,390,Loja_B
2023-08-25 21:07:41,399,Loja_A
2023-11-22 03:24:14,350,Loja_D
2023-08-27 17:21:58,468,Loja_A
2023-01-03 05:52:44,180,Loja_A
2023-07-19 20:20:23,299,Loja_E
2023-06-23 20:02:08,377,Loja_C
2023-04-15 03:09:49,418,Loja_C
2023-07-22 18:27:57,309,Loja_C
2023-11-29 14:24:43,306,Loja_D
2023-04-10 07:32:43,113,Loja_E
2023-03-15 21:48:56,193,Loja_D
2023-02-11 00:30:56,200,Loja_B
2023-04-28 19:47:11,247,Loja_D
2023-06-12 12:45:41,430,Loja_E
2023-09-01 06:39:24,102,Loja_B
2023-07-31 15:53:21,409,Loja_C
2023-10-14 22:14:41,251,Loja_B
2023-10-02 18:47:06,141,Loja_A
2023-10-10 16:13:56,146,Loja_C
2023-09-29 21:35:28,289,Loja_C
2023-12-07 10:36:28,374,Loja_A
2023-09-10 12:00:49,76,Loja_E
2023-05-13 15:45:31,362,Loja_D
2023-04-06 13:15:58,350,Loja_A
2023-02-18 21:19:41,467,Loja_A
2023-04-22 08:51:54,130,Loja_B
2023-03-26 20:27:46,138,Loja_B
2023-09-08 15:53:41,424,Loja_A
2023-06-19 18:11:36,476,Loja_C
2023-09-28 23:42:00,326,Loja_E
2023-10-29 09:08:47,214,Loja_B
2023-08-14 02:30:33,441,Loja_A
2023-05-03 13:34:00,123,Loja_C
2023-07-22 14:19:33,472,Loja_E
2023-12-01 14:34:29,467,Loja_C
2023-05-07 03:54:50,210,Loja_A
2023-06-24 10:38:06,439,Loja_B
2023-11-05 22:44:15,154,Loja_C
2023-12-01 02:04:57,107,Loja_B
2023-11-12 23:31:19,159,Loja_C
2023-10-19 19:36:14,339,Loja_A
2023-11-18 13:35:31,458,Loja_A
2023-09-07 19:39:11,195,Loja_E
2023-12-05 11:12:03,304,Loja_B
2023-01-09 07:57:45,154,Loja_E
2023-05-19 15:59:45,456,Loja_A
2023-03-19 01:30:56,449,Loja_C
2023-08-14 03:17:52,294,Loja_C
2023-04-30 22:28:33,196,Loja_A
2023-04-09 03:21:10,60,Loja_D
2023-05-11 09:23:40,451,Loja_B
2023-01-16 23:08:32,115,Loja_E
2023-09-30 23:15:28,485,Loja_E
2023-03-28 18:44:37,318,Loja_C
2023-02-11 12:37:02,163,Loja_A
2023-12-09 09:37:00,289,Loja_D
2023-08-10 15:11:00,75,Loja_E
2023-04-04 02:41:16,332,Loja_A
2023-04-07 06:21:16,334,Loja_D
2023-10-03 22:08:08,329,Loja_D
2023-06-06 16:34:56,410,Loja_A
2023-08-23 04:20:40,374,Loja_C
2023-09-22 17:15:21,476,Loja_E
2023-04-02 22:18:27,119,Loja_C
2023-04-18 07:48:51,87,Loja_C
2023-08-06 21:46:26,183,Loja_B
2023-03-16 19:51:14,455,Loja_B
2023-10-07 08:53:02,217,Loja_C
2023-07-21 20:06:59,461,Loja_D
2023-11-29 15:31:38,275,Loja_E
2023-01-09 07:01:14,117,Loja_A
2023-07-26 21:02:54,475,Loja_C
2023-09-20 06:47:14,354,Loja_C
2023-04-25 06:57:52,146,Loja_E
2023-11-28 13:52:46,250,Loja_C
2023-10-17 00:12:24,445,Loja_E
2023-05-07 18:25:14,477,Loja_B
2023-04-06 19:22:12,485,Loja_E
2023-01-05 02:13:39,237,Loja_E
2023-10-29 22:44:27,345,Loja_E
2023-03-02 03:40:48,223,Loja_C
2023-11-09 08:10:29,430,Loja_A
2023-09-02 02:45:59,64,Loja_D
2023-12-22 09:28:35,161,Loja_E
2023-07-03 07:28:49,414,Loja_D
2023-01-05 06:11:04,217,Loja_A
2023-01-04 13:33:07,305,Loja_D
2023-06-01 16:44:20,365,Loja_A
2023-07-23 08:57:31,231,Loja_B
2023-10-15 21:25:19,432,Loja_A
2023-11-28 20:34:48,69,Loja_C
2023-02-24 00:09:07,257,Loja_B
2023-11-20 15:55:24,428,Loja_A
2023-07-05 22:16:40,241,Loja_B
2023-01-01 20:10:45,268,Loja_C
2023-12-15 10:09:20,59,Loja_B
2023-11-14 12:13:01,141,Loja_A
2023-11-08 23:54:31,332,Loja_A
2023-03-09 11:39:48,431,Loja_D
2023-11-22 05:49:26,297,Loja_C
2023-11-19 09:46:14,418,Loja_B
2023-05-12 20:23:14,65,Loja_E
2023-05-23 03:53:38,415,Loja_D
2023-03-31 08:51:45,235,Loja_C
2023-05-29 12:25:24,150,Loja_E
2023-07-01 08:13:04,450,Loja_B
2023-08-22 21:55:27,210,Loja_D
2023-09-07 19:25:58,446,Loja_A
2023-06-07 03:27:43,232,Loja_E
2023-06-05 08:03:47,277,Loja_A
2023-10-11 06:15:18,61,Loja_E
2023-09-11 01:07:51,433,Loja_E
2023-05-03 03:40:25,100,Loja_D
2023-02-15 09:04:34,361,Loja_C
2023-11-16 13:01:12,231,Loja_E
2023-04-27 10:51:16,335,Loja_B
2023-03-27 20:50:24,174,Loja_C
2023-09-21 04:12:46,346,Loja_D
2023-10-08 22:03:04,53,Loja_C
2023-11-11 23:25:38,115,Loja_C
2023-08-24 14:13:48,167,Loja_D
2023-02-12 00:14:59,77,Loja_E
2023-04-15 22:34:25,277,Loja_D
2023-05-18 09:12:13,50,Loja_A
2023-12-21 22:08:50,313,Loja_D
2023-02-21 11:04:33,168,Loja_C
2023-01-03 21:35:00,222,Loja_C
2023-11-29 17:06:29,300,Loja_D
2023-04-20 02:19:09,207,Loja_C
2023-04-10 03:09:45,132,Loja_A
2023-02-19 14:37:18,108,Loja_E
2023-09-04 16:33:12,109,Loja_D
2023-11-27 21:46:44,279,Loja_B
2023-06-14 16:37:52,434,Loja_C
2023-01-01 23:41:50,356,Loja_A
2023-07-23 21:27:08,64,Loja_C
2023-06-07 18:27:41,106,Loja_C
2023-11-16 13:54:43,230,Loja_B
2023-06-01 21:27:30,360,Loja_A
2023-11-01 02:48:12,88,Loja_B
2023-08-15 05:57:28,147,Loja_A
2023-01-11 17:39:08,209,Loja_B
2023-05-16 09:00:57,133,Loja_D
2023-11-28 06:21:45,292,Loja_A
2023-01-18 17:33:47,379,Loja_D
2023-10-24 20:50:35,318,Loja_A
2023-01-11 05:58:50,347,Loja_C
2023-08-30 03:21:42,322,Loja_C
2023-09-08 06:33:44,52,Loja_E
2023-09-18 03:00:11,271,Loja_E
2023-04-02 20:01:54,206,Loja_B
2023-11-06 01:13:22,362,Loja_D
2023-03-20 04:16:43,481,Loja_A
2023-09-03 01:26:08,468,Loja_A
2023-08-08 08:13:19,127,Loja_B
2023-06-09 20:22:16,341,Loja_B
2023-02-03 22:40:24,127,Loja_B
2023-07-20 17:47:21,331,Loja_A
2023-03-22 12:51:35,308,Loja_E
2023-09-12 20:59:37,240,Loja_A
2023-08-24 11:33:25,413,Loja_C
2023-03-14 09:52:13,130,Loja_C
2023-04-20 12:58:15,100,Loja_C
2023-10-05 01:01:03,127,Loja_D
2023-05-23 14:57:25,93,Loja_A
2023-07-01 15:03:22,493,Loja_E
2023-10-21 18:46:12,215,Loja_D
2023-07-04 21:28:33,91,Loja_D
2023-07-01 01:19:45,56,Loja_A
2023-10-06 00:39:51,359,Loja_A
2023-10-03 02:58:23,150,Loja_D
2023-02-11 13:46:31,457,Loja_E
2023-10-19 16:12:37,324,Loja_E
2023-03-18 15:51:07,231,Loja_C
2023-03-19 01:08:22,156,Loja_B
2023-01-08 01:21:20,272,Loja_B
2023-01-25 04:39:59,494,Loja_D
2023-01-20 03:43:15,224,Loja_E
2023-07-14 05:45:46,87,Loja_C
2023-10-19 04:07:24,467,Loja_D
2023-12-21 18:05:12,241,Loja_A
2023-01-24 01:45:37,99,Loja_E
2023-12-02 00:57:34,128,Loja_C
2023-12-03 16:09:15,301,Loja_B
2023-08-12 06:05:44,492,Loja_B
2023-09-27 20:45:48,275,Loja_A
2023-02-09 21:56:22,122,Loja_C
2023-12-20 04:56:46,66,Loja_E
2023-09-04 22:04:30,217,Loja_D
2023-12-15 20:39:02,230,Loja_E
2023-10-19 22:01:58,194,Loja_B
2023-08-25 22:06:20,232,Loja_E
2023-12-17 07:13:02,238,Loja_B
2023-11-12 14:56:32,302,Loja_B
2023-04-27 02:38:26,222,Loja_D
2023-04-26 20:37:34,137,Loja_D
2023-06-23 18:58:20,318,Loja_E
2023-12-08 23:47:12,498,Loja_D
2023-02-07 14:18:05,262,Loja_D
2023-04-20 23:09:01,145,Loja_C
2023-08-10 03:33:26,424,Loja_C
2023-03-20 21:47:42,173,Loja_E
2023-01-27 16:37:27,308,Loja_A
2023-10-31 17:04:56,126,Loja_A
2023-07-23 04:44:24,384,Loja_E
2023-04-15 15:49:45,123,Loja_D
2023-05-08 23:25:08,90,Loja_C
2023-02-17 18:13:58,266,Loja_A
2023-03-29 04:22:42,166,Loja_A
2023-06-10 00:08:28,226,Loja_A
2023-03-02 07:35:38,274,Loja_A
2023-12-05 13:38:02,239,Loja_B
2023-04-29 14:36:22,100,Loja_A
2023-08-01 21:02:25,277,Loja_B
2023-07-12 08:37:56,336,Loja_E
2023-02-19 12:21:57,93,Loja_D
2023-04-24 02:17:40,441,Loja_E
2023-08-23 07:16:57,273,Loja_C
2023-10-21 21:55:57,225,Loja_A
2023-07-07 10:57:21,185,Loja_B
2023-10-19 21:13:24,383,Loja_E
2023-10-27 23:25:41,256,Loja_B
2023-11-20 12:58:46,279,Loja_D
2023-02-07 17:17:10,254,Loja_C
2023-12-26 08:37:52,146,Loja_E
2023-02-02 11:36:11,236,Loja_E
2023-04-24 10:41:51,188,Loja_A
2023-06-11 18:38:35,281,Loja_B
2023-09-19 23:30:45,492,Loja_C
2023-04-07 18:53:50,170,Loja_A
2023-04-01 20:19:45,376,Loja_B
2023-08-27 07:03:01,57,Loja_B
2023-10-05 14:56:33,149,Loja_E
2023-10-09 17:49:53,440,Loja_C
2023-06-22 23:29:57,242,Loja_E
2023-03-17 17:26:23,392,Loja_B
2023-10-30 16:19:55,134,Loja_C
2023-09-09 07:50:44,69,Loja_B
2023-05-02 19:45:52,361,Loja_E
2023-11-07 16:02:32,284,Loja_D
2023-10-21 23:20:53,412,Loja_A
2023-02-20 06:22:05,271,Loja_C
2023-02-08 04:58:45,56,Loja_B
2023-12-06 06:23:07,107,Loja_D
2023-05-19 20:04:28,440,Loja_C
2023-09-17 12:35:44,290,Loja_E
2023-11-25 06:47:57,481,Loja_C
2023-05-11 09:26:21,227,Loja_B
2023-04-02 14:00:44,318,Loja_E
2023-03-28 10:03:18,133,Loja_E
2023-07-21 01:18:01,263,Loja_A
2023-05-19 18:14:30,203,Loja_E
2023-12-09 18:40:19,90,Loja_D
2023-11-08 05:07:13,225,Loja_C
2023-10-15 11:17:13,143,Loja_D
2023-10-14 16:23:10,392,Loja_B
2023-03-20 20:18:28,136,Loja_B
2023-06-26 02:22:15,471,Loja_B
2023-12-27 20:59:28,444,Loja_E
2023-01-23 01:47:00,483,Loja_C
2023-12-08 11:43:21,195,Loja_C
2023-09-21 23:28:37,154,Loja_C
2023-11-12 21:03:02,422,Loja_B
2023-11-29 04:26:09,274,Loja_A
2023-01-03 00:47:30,357,Loja_D
2023-07-09 13:42:04,207,Loja_B
2023-02-28 14:57:03,288,Loja_C
2023-11-29 09:12:11,346,Loja_D
2023-08-29 10:15:17,433,Loja_A
2023-06-01 03:54:51,420,Loja_C
2023-08-28 01:31:54,104,Loja_C
2023-08-10 08:48:12,93,Loja_B
2023-02-14 18:24:12,55,Loja_A
2023-09-07 14:39:11,266,Loja_A
2023-10-17 15:21:30,190,Loja_E
2023-10-20 02:41:14,126,Loja_A
2023-11-19 10:09:47,398,Loja_E
2023-07-18 09:33:34,282,Loja_C
2023-09-10 04:24:28,136,Loja_D
2023-10-11 05:31:31,379,Loja_A
2023-06-15 19:33:38,316,Loja_B
2023-06-28 22:40:53,263,Loja_E
2023-09-01 00:03:17,149,Loja_E
2023-01-16 19:05:57,419,Loja_D
2023-07-21 00:07:47,309,Loja_A
